cell_type	sample	estimate	method	status
NK cells	TCGA-BJ-A45J-01	0	xcell	formal_relative_enrichment
NKT	TCGA-BJ-A45J-01	0.0703917703237633	xcell	formal_relative_enrichment
Neurons	TCGA-BJ-A45J-01	0.00118667690085022	xcell	formal_relative_enrichment
Neutrophils	TCGA-BJ-A45J-01	0	xcell	formal_relative_enrichment
Osteoblast	TCGA-BJ-A45J-01	0.0250043422023885	xcell	formal_relative_enrichment
Pericytes	TCGA-BJ-A45J-01	0.0636763574798184	xcell	formal_relative_enrichment
Plasma cells	TCGA-BJ-A45J-01	0.00837192983165045	xcell	formal_relative_enrichment
Platelets	TCGA-BJ-A45J-01	4.65491831179061e-18	xcell	formal_relative_enrichment
Preadipocytes	TCGA-BJ-A45J-01	0	xcell	formal_relative_enrichment
Sebocytes	TCGA-BJ-A45J-01	0.00160636534628551	xcell	formal_relative_enrichment
Skeletal muscle	TCGA-BJ-A45J-01	7.61605290245615e-19	xcell	formal_relative_enrichment
Smooth muscle	TCGA-BJ-A45J-01	0.208827096576034	xcell	formal_relative_enrichment
Tgd cells	TCGA-BJ-A45J-01	0	xcell	formal_relative_enrichment
Th1 cells	TCGA-BJ-A45J-01	0.0783595542632441	xcell	formal_relative_enrichment
Th2 cells	TCGA-BJ-A45J-01	0	xcell	formal_relative_enrichment
Tregs	TCGA-BJ-A45J-01	0	xcell	formal_relative_enrichment
aDC	TCGA-BJ-A45J-01	0.0716942572449313	xcell	formal_relative_enrichment
cDC	TCGA-BJ-A45J-01	0.0105468514788378	xcell	formal_relative_enrichment
iDC	TCGA-BJ-A45J-01	0.0169513195907537	xcell	formal_relative_enrichment
ly Endothelial cells	TCGA-BJ-A45J-01	0.0660397180493621	xcell	formal_relative_enrichment
mv Endothelial cells	TCGA-BJ-A45J-01	0.0821238949596682	xcell	formal_relative_enrichment
naive B-cells	TCGA-BJ-A45J-01	1.11725007738013e-18	xcell	formal_relative_enrichment
pDC	TCGA-BJ-A45J-01	0	xcell	formal_relative_enrichment
pro B-cells	TCGA-BJ-A45J-01	1.04211990464595e-18	xcell	formal_relative_enrichment
ImmuneScore	TCGA-BJ-A45J-01	0.0186369501836919	xcell	formal_relative_enrichment
StromaScore	TCGA-BJ-A45J-01	0.0915305247697107	xcell	formal_relative_enrichment
MicroenvironmentScore	TCGA-BJ-A45J-01	0.110167474953403	xcell	formal_relative_enrichment
Adipocytes	TCGA-DJ-A2Q1-01	0.000212630622641679	xcell	formal_relative_enrichment
Astrocytes	TCGA-DJ-A2Q1-01	0.0793937886390111	xcell	formal_relative_enrichment
B-cells	TCGA-DJ-A2Q1-01	0.000210674448142956	xcell	formal_relative_enrichment
Basophils	TCGA-DJ-A2Q1-01	0.0678296072074347	xcell	formal_relative_enrichment
CD4+ T-cells	TCGA-DJ-A2Q1-01	1.02223667764272e-17	xcell	formal_relative_enrichment
CD4+ Tcm	TCGA-DJ-A2Q1-01	2.08590740319507e-18	xcell	formal_relative_enrichment
CD4+ Tem	TCGA-DJ-A2Q1-01	0.000348002398810644	xcell	formal_relative_enrichment
CD4+ memory T-cells	TCGA-DJ-A2Q1-01	0	xcell	formal_relative_enrichment
CD4+ naive T-cells	TCGA-DJ-A2Q1-01	3.8582974420351e-18	xcell	formal_relative_enrichment
CD8+ T-cells	TCGA-DJ-A2Q1-01	0	xcell	formal_relative_enrichment
CD8+ Tcm	TCGA-DJ-A2Q1-01	0	xcell	formal_relative_enrichment
CD8+ Tem	TCGA-DJ-A2Q1-01	0	xcell	formal_relative_enrichment
CD8+ naive T-cells	TCGA-DJ-A2Q1-01	8.22817902973785e-18	xcell	formal_relative_enrichment
CLP	TCGA-DJ-A2Q1-01	0.044501045428164	xcell	formal_relative_enrichment
CMP	TCGA-DJ-A2Q1-01	0	xcell	formal_relative_enrichment
Chondrocytes	TCGA-DJ-A2Q1-01	0.0493339113154162	xcell	formal_relative_enrichment
Class-switched memory B-cells	TCGA-DJ-A2Q1-01	0.0258797793811459	xcell	formal_relative_enrichment
DC	TCGA-DJ-A2Q1-01	0.0473819542400885	xcell	formal_relative_enrichment
Endothelial cells	TCGA-DJ-A2Q1-01	0.00310477748723712	xcell	formal_relative_enrichment
Eosinophils	TCGA-DJ-A2Q1-01	0	xcell	formal_relative_enrichment
Epithelial cells	TCGA-DJ-A2Q1-01	0.294086148008895	xcell	formal_relative_enrichment
Erythrocytes	TCGA-DJ-A2Q1-01	4.15564795012417e-19	xcell	formal_relative_enrichment
Fibroblasts	TCGA-DJ-A2Q1-01	0.120870864431856	xcell	formal_relative_enrichment
GMP	TCGA-DJ-A2Q1-01	0	xcell	formal_relative_enrichment
HSC	TCGA-DJ-A2Q1-01	0.124779032746071	xcell	formal_relative_enrichment
Hepatocytes	TCGA-DJ-A2Q1-01	0	xcell	formal_relative_enrichment
Keratinocytes	TCGA-DJ-A2Q1-01	0.0653670346985428	xcell	formal_relative_enrichment
MEP	TCGA-DJ-A2Q1-01	0.0309875299226962	xcell	formal_relative_enrichment
MPP	TCGA-DJ-A2Q1-01	1.52250473508679e-17	xcell	formal_relative_enrichment
MSC	TCGA-DJ-A2Q1-01	0	xcell	formal_relative_enrichment
Macrophages	TCGA-DJ-A2Q1-01	4.80510776959966e-19	xcell	formal_relative_enrichment
Macrophages M1	TCGA-DJ-A2Q1-01	0	xcell	formal_relative_enrichment
Macrophages M2	TCGA-DJ-A2Q1-01	1.61662621533623e-18	xcell	formal_relative_enrichment
Mast cells	TCGA-DJ-A2Q1-01	0.0118149751274031	xcell	formal_relative_enrichment
Megakaryocytes	TCGA-DJ-A2Q1-01	4.38298205280226e-19	xcell	formal_relative_enrichment
Melanocytes	TCGA-DJ-A2Q1-01	0.00247804624231353	xcell	formal_relative_enrichment
Memory B-cells	TCGA-DJ-A2Q1-01	0.00130865987504358	xcell	formal_relative_enrichment
Mesangial cells	TCGA-DJ-A2Q1-01	0.0729109758744557	xcell	formal_relative_enrichment
Monocytes	TCGA-DJ-A2Q1-01	0.0116833163777436	xcell	formal_relative_enrichment
Myocytes	TCGA-DJ-A2Q1-01	0	xcell	formal_relative_enrichment
NK cells	TCGA-DJ-A2Q1-01	0	xcell	formal_relative_enrichment
NKT	TCGA-DJ-A2Q1-01	0.391469308689538	xcell	formal_relative_enrichment
Neurons	TCGA-DJ-A2Q1-01	0.00153029104823489	xcell	formal_relative_enrichment
Neutrophils	TCGA-DJ-A2Q1-01	0.00819160920437723	xcell	formal_relative_enrichment
Osteoblast	TCGA-DJ-A2Q1-01	0.0406339665142788	xcell	formal_relative_enrichment
Pericytes	TCGA-DJ-A2Q1-01	0	xcell	formal_relative_enrichment
Plasma cells	TCGA-DJ-A2Q1-01	0.00407519618779806	xcell	formal_relative_enrichment
Platelets	TCGA-DJ-A2Q1-01	6.95493841732341e-18	xcell	formal_relative_enrichment
Preadipocytes	TCGA-DJ-A2Q1-01	4.79937839346263e-19	xcell	formal_relative_enrichment
Sebocytes	TCGA-DJ-A2Q1-01	0.0202171690760072	xcell	formal_relative_enrichment
Skeletal muscle	TCGA-DJ-A2Q1-01	7.50462464647056e-19	xcell	formal_relative_enrichment
Smooth muscle	TCGA-DJ-A2Q1-01	0.217036419326845	xcell	formal_relative_enrichment
Tgd cells	TCGA-DJ-A2Q1-01	0	xcell	formal_relative_enrichment
Th1 cells	TCGA-DJ-A2Q1-01	0.0286996424900266	xcell	formal_relative_enrichment
Th2 cells	TCGA-DJ-A2Q1-01	0.00587917513746069	xcell	formal_relative_enrichment
Tregs	TCGA-DJ-A2Q1-01	0	xcell	formal_relative_enrichment
aDC	TCGA-DJ-A2Q1-01	0.331186137748909	xcell	formal_relative_enrichment
cDC	TCGA-DJ-A2Q1-01	0.191352213328536	xcell	formal_relative_enrichment
iDC	TCGA-DJ-A2Q1-01	0.158852890041365	xcell	formal_relative_enrichment
ly Endothelial cells	TCGA-DJ-A2Q1-01	0	xcell	formal_relative_enrichment
mv Endothelial cells	TCGA-DJ-A2Q1-01	5.38140549200996e-20	xcell	formal_relative_enrichment
naive B-cells	TCGA-DJ-A2Q1-01	0	xcell	formal_relative_enrichment
pDC	TCGA-DJ-A2Q1-01	1.57700021877123e-18	xcell	formal_relative_enrichment
pro B-cells	TCGA-DJ-A2Q1-01	9.10852403535439e-18	xcell	formal_relative_enrichment
ImmuneScore	TCGA-DJ-A2Q1-01	0.0528550195985036	xcell	formal_relative_enrichment
StromaScore	TCGA-DJ-A2Q1-01	0.0620941362708674	xcell	formal_relative_enrichment
MicroenvironmentScore	TCGA-DJ-A2Q1-01	0.114949155869371	xcell	formal_relative_enrichment
Adipocytes	TCGA-4C-A93U-01	0.00410601428513895	xcell	formal_relative_enrichment
Astrocytes	TCGA-4C-A93U-01	0.169044584396487	xcell	formal_relative_enrichment
B-cells	TCGA-4C-A93U-01	0	xcell	formal_relative_enrichment
Basophils	TCGA-4C-A93U-01	0.0572972835595253	xcell	formal_relative_enrichment
CD4+ T-cells	TCGA-4C-A93U-01	3.81490051651607e-18	xcell	formal_relative_enrichment
CD4+ Tcm	TCGA-4C-A93U-01	0	xcell	formal_relative_enrichment
CD4+ Tem	TCGA-4C-A93U-01	0	xcell	formal_relative_enrichment
CD4+ memory T-cells	TCGA-4C-A93U-01	0	xcell	formal_relative_enrichment
CD4+ naive T-cells	TCGA-4C-A93U-01	1.04823895131289e-18	xcell	formal_relative_enrichment
CD8+ T-cells	TCGA-4C-A93U-01	0	xcell	formal_relative_enrichment
CD8+ Tcm	TCGA-4C-A93U-01	0	xcell	formal_relative_enrichment
CD8+ Tem	TCGA-4C-A93U-01	9.36435371840243e-18	xcell	formal_relative_enrichment
CD8+ naive T-cells	TCGA-4C-A93U-01	3.40420138465253e-19	xcell	formal_relative_enrichment
CLP	TCGA-4C-A93U-01	0.0106182582841151	xcell	formal_relative_enrichment
CMP	TCGA-4C-A93U-01	2.20938267624082e-20	xcell	formal_relative_enrichment
Chondrocytes	TCGA-4C-A93U-01	0.0441823898211462	xcell	formal_relative_enrichment
Class-switched memory B-cells	TCGA-4C-A93U-01	0	xcell	formal_relative_enrichment
DC	TCGA-4C-A93U-01	0.00266828250798975	xcell	formal_relative_enrichment
Endothelial cells	TCGA-4C-A93U-01	0.136235681710037	xcell	formal_relative_enrichment
Eosinophils	TCGA-4C-A93U-01	0.010202728845913	xcell	formal_relative_enrichment
Epithelial cells	TCGA-4C-A93U-01	0.213450436065638	xcell	formal_relative_enrichment
Erythrocytes	TCGA-4C-A93U-01	1.04068525707013e-20	xcell	formal_relative_enrichment
Fibroblasts	TCGA-4C-A93U-01	0.0163638476108635	xcell	formal_relative_enrichment
GMP	TCGA-4C-A93U-01	5.22399890159213e-18	xcell	formal_relative_enrichment
HSC	TCGA-4C-A93U-01	0.312334706856677	xcell	formal_relative_enrichment
Hepatocytes	TCGA-4C-A93U-01	0.00138141347698199	xcell	formal_relative_enrichment
Keratinocytes	TCGA-4C-A93U-01	0.0342014566518612	xcell	formal_relative_enrichment
MEP	TCGA-4C-A93U-01	1.56552387009572e-18	xcell	formal_relative_enrichment
MPP	TCGA-4C-A93U-01	1.32859656032868e-17	xcell	formal_relative_enrichment
MSC	TCGA-4C-A93U-01	0.214402078561939	xcell	formal_relative_enrichment
Macrophages	TCGA-4C-A93U-01	0.0184536109035074	xcell	formal_relative_enrichment
Macrophages M1	TCGA-4C-A93U-01	0.0268684524718181	xcell	formal_relative_enrichment
Macrophages M2	TCGA-4C-A93U-01	0.00045510896716886	xcell	formal_relative_enrichment
Mast cells	TCGA-4C-A93U-01	0.0231164617000834	xcell	formal_relative_enrichment
Megakaryocytes	TCGA-4C-A93U-01	0.0161597749520573	xcell	formal_relative_enrichment
Melanocytes	TCGA-4C-A93U-01	0.0166415007554692	xcell	formal_relative_enrichment
Memory B-cells	TCGA-4C-A93U-01	1.06548757477449e-17	xcell	formal_relative_enrichment
Mesangial cells	TCGA-4C-A93U-01	0.0648532972484872	xcell	formal_relative_enrichment
Monocytes	TCGA-4C-A93U-01	0	xcell	formal_relative_enrichment
Myocytes	TCGA-4C-A93U-01	0.0334015919916158	xcell	formal_relative_enrichment
NK cells	TCGA-4C-A93U-01	5.469183139372e-18	xcell	formal_relative_enrichment
NKT	TCGA-4C-A93U-01	0.0831703173189943	xcell	formal_relative_enrichment
Neurons	TCGA-4C-A93U-01	0.00133669218795062	xcell	formal_relative_enrichment
Neutrophils	TCGA-4C-A93U-01	0.00345332764401938	xcell	formal_relative_enrichment
Osteoblast	TCGA-4C-A93U-01	5.33626625014808e-18	xcell	formal_relative_enrichment
Pericytes	TCGA-4C-A93U-01	0.0847030074218881	xcell	formal_relative_enrichment
Plasma cells	TCGA-4C-A93U-01	0	xcell	formal_relative_enrichment
Platelets	TCGA-4C-A93U-01	1.53415605134697e-18	xcell	formal_relative_enrichment
Preadipocytes	TCGA-4C-A93U-01	0	xcell	formal_relative_enrichment
Sebocytes	TCGA-4C-A93U-01	0.02248402744011	xcell	formal_relative_enrichment
Skeletal muscle	TCGA-4C-A93U-01	0.000595539066128263	xcell	formal_relative_enrichment
Smooth muscle	TCGA-4C-A93U-01	0.0742601945642073	xcell	formal_relative_enrichment
Tgd cells	TCGA-4C-A93U-01	1.35980651871401e-17	xcell	formal_relative_enrichment
Th1 cells	TCGA-4C-A93U-01	0.0188488026854871	xcell	formal_relative_enrichment
Th2 cells	TCGA-4C-A93U-01	0.031897368121174	xcell	formal_relative_enrichment
Tregs	TCGA-4C-A93U-01	0.0246318925410171	xcell	formal_relative_enrichment
aDC	TCGA-4C-A93U-01	0.294727261087946	xcell	formal_relative_enrichment
cDC	TCGA-4C-A93U-01	0.0104934412560004	xcell	formal_relative_enrichment
iDC	TCGA-4C-A93U-01	0.0681461290396467	xcell	formal_relative_enrichment
ly Endothelial cells	TCGA-4C-A93U-01	0.0551200390174719	xcell	formal_relative_enrichment
mv Endothelial cells	TCGA-4C-A93U-01	0.0541708859394413	xcell	formal_relative_enrichment
naive B-cells	TCGA-4C-A93U-01	6.94475435674178e-19	xcell	formal_relative_enrichment
pDC	TCGA-4C-A93U-01	0	xcell	formal_relative_enrichment
pro B-cells	TCGA-4C-A93U-01	2.00792914912161e-17	xcell	formal_relative_enrichment
ImmuneScore	TCGA-4C-A93U-01	0.0385962744010086	xcell	formal_relative_enrichment
StromaScore	TCGA-4C-A93U-01	0.0783527718030197	xcell	formal_relative_enrichment
MicroenvironmentScore	TCGA-4C-A93U-01	0.116949046204028	xcell	formal_relative_enrichment
Adipocytes	TCGA-H2-A2K9-11	0.00321281670649777	xcell	formal_relative_enrichment
Astrocytes	TCGA-H2-A2K9-11	8.98776974089489e-18	xcell	formal_relative_enrichment
B-cells	TCGA-H2-A2K9-11	0.0152928333838582	xcell	formal_relative_enrichment
Basophils	TCGA-H2-A2K9-11	0.0790838645374339	xcell	formal_relative_enrichment
CD4+ T-cells	TCGA-H2-A2K9-11	4.60731760411449e-19	xcell	formal_relative_enrichment
CD4+ Tcm	TCGA-H2-A2K9-11	0.0130415421004632	xcell	formal_relative_enrichment
CD4+ Tem	TCGA-H2-A2K9-11	6.88260949513217e-18	xcell	formal_relative_enrichment
CD4+ memory T-cells	TCGA-H2-A2K9-11	0	xcell	formal_relative_enrichment
CD4+ naive T-cells	TCGA-H2-A2K9-11	0	xcell	formal_relative_enrichment
CD8+ T-cells	TCGA-H2-A2K9-11	5.38342833105815e-20	xcell	formal_relative_enrichment
CD8+ Tcm	TCGA-H2-A2K9-11	0.0183697560715683	xcell	formal_relative_enrichment
CD8+ Tem	TCGA-H2-A2K9-11	8.16772066913274e-18	xcell	formal_relative_enrichment
CD8+ naive T-cells	TCGA-H2-A2K9-11	4.53948047672503e-19	xcell	formal_relative_enrichment
CLP	TCGA-H2-A2K9-11	0	xcell	formal_relative_enrichment
CMP	TCGA-H2-A2K9-11	1.35119126663866e-19	xcell	formal_relative_enrichment
Chondrocytes	TCGA-H2-A2K9-11	0.0256182705845847	xcell	formal_relative_enrichment
Class-switched memory B-cells	TCGA-H2-A2K9-11	0.0112866014432161	xcell	formal_relative_enrichment
DC	TCGA-H2-A2K9-11	0.00411214999531637	xcell	formal_relative_enrichment
Endothelial cells	TCGA-H2-A2K9-11	0.0837176378679676	xcell	formal_relative_enrichment
Eosinophils	TCGA-H2-A2K9-11	7.87369226602844e-21	xcell	formal_relative_enrichment
Epithelial cells	TCGA-H2-A2K9-11	0.0395047457571738	xcell	formal_relative_enrichment
Erythrocytes	TCGA-H2-A2K9-11	0	xcell	formal_relative_enrichment
Fibroblasts	TCGA-H2-A2K9-11	0.187293789482447	xcell	formal_relative_enrichment
GMP	TCGA-H2-A2K9-11	0	xcell	formal_relative_enrichment
HSC	TCGA-H2-A2K9-11	0.387368756675788	xcell	formal_relative_enrichment
Hepatocytes	TCGA-H2-A2K9-11	0.00580461825327792	xcell	formal_relative_enrichment
Keratinocytes	TCGA-H2-A2K9-11	0.00545764417973517	xcell	formal_relative_enrichment
MEP	TCGA-H2-A2K9-11	0	xcell	formal_relative_enrichment
MPP	TCGA-H2-A2K9-11	0	xcell	formal_relative_enrichment
MSC	TCGA-H2-A2K9-11	0.0489031775232638	xcell	formal_relative_enrichment
Macrophages	TCGA-H2-A2K9-11	0.00569101848954624	xcell	formal_relative_enrichment
Macrophages M1	TCGA-H2-A2K9-11	0.0191944206664836	xcell	formal_relative_enrichment
Macrophages M2	TCGA-H2-A2K9-11	0.0031960452610388	xcell	formal_relative_enrichment
Mast cells	TCGA-H2-A2K9-11	0.0300720698242297	xcell	formal_relative_enrichment
Megakaryocytes	TCGA-H2-A2K9-11	0.0071489014313353	xcell	formal_relative_enrichment
Melanocytes	TCGA-H2-A2K9-11	0.00541993892767539	xcell	formal_relative_enrichment
Memory B-cells	TCGA-H2-A2K9-11	6.39517895241444e-18	xcell	formal_relative_enrichment
Mesangial cells	TCGA-H2-A2K9-11	0.0281992110010592	xcell	formal_relative_enrichment
Monocytes	TCGA-H2-A2K9-11	0	xcell	formal_relative_enrichment
Myocytes	TCGA-H2-A2K9-11	0.0175079251168545	xcell	formal_relative_enrichment
NK cells	TCGA-H2-A2K9-11	0	xcell	formal_relative_enrichment
NKT	TCGA-H2-A2K9-11	0.0030806050327254	xcell	formal_relative_enrichment
Neurons	TCGA-H2-A2K9-11	0.0110824846073886	xcell	formal_relative_enrichment
Neutrophils	TCGA-H2-A2K9-11	0	xcell	formal_relative_enrichment
Osteoblast	TCGA-H2-A2K9-11	0	xcell	formal_relative_enrichment
Pericytes	TCGA-H2-A2K9-11	0.0100564499896147	xcell	formal_relative_enrichment
Plasma cells	TCGA-H2-A2K9-11	0.00904903032823309	xcell	formal_relative_enrichment
Platelets	TCGA-H2-A2K9-11	0.00602258913452722	xcell	formal_relative_enrichment
Preadipocytes	TCGA-H2-A2K9-11	0.0800053486499778	xcell	formal_relative_enrichment
Sebocytes	TCGA-H2-A2K9-11	0.00105996144533045	xcell	formal_relative_enrichment
Skeletal muscle	TCGA-H2-A2K9-11	0.00171415671179706	xcell	formal_relative_enrichment
Smooth muscle	TCGA-H2-A2K9-11	0.207546922449729	xcell	formal_relative_enrichment
Tgd cells	TCGA-H2-A2K9-11	0	xcell	formal_relative_enrichment
Th1 cells	TCGA-H2-A2K9-11	0	xcell	formal_relative_enrichment
Th2 cells	TCGA-H2-A2K9-11	0.0379822444934392	xcell	formal_relative_enrichment
Tregs	TCGA-H2-A2K9-11	0.0362047204247115	xcell	formal_relative_enrichment
aDC	TCGA-H2-A2K9-11	0.239906174999496	xcell	formal_relative_enrichment
cDC	TCGA-H2-A2K9-11	0.0362792495689048	xcell	formal_relative_enrichment
iDC	TCGA-H2-A2K9-11	0.0237254295635396	xcell	formal_relative_enrichment
ly Endothelial cells	TCGA-H2-A2K9-11	0.0097271822328782	xcell	formal_relative_enrichment
mv Endothelial cells	TCGA-H2-A2K9-11	0.0332953391421782	xcell	formal_relative_enrichment
naive B-cells	TCGA-H2-A2K9-11	0	xcell	formal_relative_enrichment
pDC	TCGA-H2-A2K9-11	0	xcell	formal_relative_enrichment
pro B-cells	TCGA-H2-A2K9-11	3.28599509722699e-18	xcell	formal_relative_enrichment
ImmuneScore	TCGA-H2-A2K9-11	0.036778714461967	xcell	formal_relative_enrichment
StromaScore	TCGA-H2-A2K9-11	0.137112122028456	xcell	formal_relative_enrichment
MicroenvironmentScore	TCGA-H2-A2K9-11	0.173890836490423	xcell	formal_relative_enrichment
Adipocytes	TCGA-KS-A4I5-01	0	xcell	formal_relative_enrichment
Astrocytes	TCGA-KS-A4I5-01	0.0524351033283246	xcell	formal_relative_enrichment
B-cells	TCGA-KS-A4I5-01	0	xcell	formal_relative_enrichment
Basophils	TCGA-KS-A4I5-01	0.00869430446580199	xcell	formal_relative_enrichment
CD4+ T-cells	TCGA-KS-A4I5-01	0	xcell	formal_relative_enrichment
CD4+ Tcm	TCGA-KS-A4I5-01	0.016077555503955	xcell	formal_relative_enrichment
CD4+ Tem	TCGA-KS-A4I5-01	7.03701243584738e-18	xcell	formal_relative_enrichment
CD4+ memory T-cells	TCGA-KS-A4I5-01	0	xcell	formal_relative_enrichment
CD4+ naive T-cells	TCGA-KS-A4I5-01	0	xcell	formal_relative_enrichment
CD8+ T-cells	TCGA-KS-A4I5-01	0	xcell	formal_relative_enrichment
CD8+ Tcm	TCGA-KS-A4I5-01	2.55040107638985e-18	xcell	formal_relative_enrichment
CD8+ Tem	TCGA-KS-A4I5-01	9.58845998915644e-18	xcell	formal_relative_enrichment
CD8+ naive T-cells	TCGA-KS-A4I5-01	1.40858311507177e-19	xcell	formal_relative_enrichment
CLP	TCGA-KS-A4I5-01	0.0121777950805257	xcell	formal_relative_enrichment
CMP	TCGA-KS-A4I5-01	2.97911352785325e-18	xcell	formal_relative_enrichment
Chondrocytes	TCGA-KS-A4I5-01	0.058975742106075	xcell	formal_relative_enrichment
Class-switched memory B-cells	TCGA-KS-A4I5-01	0	xcell	formal_relative_enrichment
DC	TCGA-KS-A4I5-01	5.85246912099353e-19	xcell	formal_relative_enrichment
Endothelial cells	TCGA-KS-A4I5-01	0.214662400610363	xcell	formal_relative_enrichment
Eosinophils	TCGA-KS-A4I5-01	0.0337420628270434	xcell	formal_relative_enrichment
Epithelial cells	TCGA-KS-A4I5-01	0.188241217242502	xcell	formal_relative_enrichment
Erythrocytes	TCGA-KS-A4I5-01	3.03278761403876e-20	xcell	formal_relative_enrichment
Fibroblasts	TCGA-KS-A4I5-01	0.0604399878975098	xcell	formal_relative_enrichment
GMP	TCGA-KS-A4I5-01	0	xcell	formal_relative_enrichment
HSC	TCGA-KS-A4I5-01	0.398593670995422	xcell	formal_relative_enrichment
Hepatocytes	TCGA-KS-A4I5-01	0.00371831403051243	xcell	formal_relative_enrichment
Keratinocytes	TCGA-KS-A4I5-01	0.0324416119614527	xcell	formal_relative_enrichment
MEP	TCGA-KS-A4I5-01	0.0402497312013098	xcell	formal_relative_enrichment
MPP	TCGA-KS-A4I5-01	0	xcell	formal_relative_enrichment
MSC	TCGA-KS-A4I5-01	2.21031576052765e-17	xcell	formal_relative_enrichment
Macrophages	TCGA-KS-A4I5-01	9.85470250934965e-19	xcell	formal_relative_enrichment
Macrophages M1	TCGA-KS-A4I5-01	0.00675240565326219	xcell	formal_relative_enrichment
Macrophages M2	TCGA-KS-A4I5-01	7.4957696336667e-19	xcell	formal_relative_enrichment
Mast cells	TCGA-KS-A4I5-01	0.0103943375742131	xcell	formal_relative_enrichment
Megakaryocytes	TCGA-KS-A4I5-01	0.00956215765477902	xcell	formal_relative_enrichment
Melanocytes	TCGA-KS-A4I5-01	0.00437730475916404	xcell	formal_relative_enrichment
Memory B-cells	TCGA-KS-A4I5-01	6.9348548944335e-18	xcell	formal_relative_enrichment
Mesangial cells	TCGA-KS-A4I5-01	0.0432598614287869	xcell	formal_relative_enrichment
Monocytes	TCGA-KS-A4I5-01	0	xcell	formal_relative_enrichment
Myocytes	TCGA-KS-A4I5-01	0.0178466937905894	xcell	formal_relative_enrichment
NK cells	TCGA-KS-A4I5-01	1.68811527073842e-17	xcell	formal_relative_enrichment
NKT	TCGA-KS-A4I5-01	0.0922246082377698	xcell	formal_relative_enrichment
Neurons	TCGA-KS-A4I5-01	0.00164750132692146	xcell	formal_relative_enrichment
Neutrophils	TCGA-KS-A4I5-01	0	xcell	formal_relative_enrichment
Osteoblast	TCGA-KS-A4I5-01	0.0176805013483847	xcell	formal_relative_enrichment
Pericytes	TCGA-KS-A4I5-01	0.103824147789029	xcell	formal_relative_enrichment
Plasma cells	TCGA-KS-A4I5-01	0	xcell	formal_relative_enrichment
Platelets	TCGA-KS-A4I5-01	0	xcell	formal_relative_enrichment
Preadipocytes	TCGA-KS-A4I5-01	0	xcell	formal_relative_enrichment
Sebocytes	TCGA-KS-A4I5-01	0.000852270824240873	xcell	formal_relative_enrichment
Skeletal muscle	TCGA-KS-A4I5-01	4.04537584424288e-19	xcell	formal_relative_enrichment
Smooth muscle	TCGA-KS-A4I5-01	0.0918953014591738	xcell	formal_relative_enrichment
Tgd cells	TCGA-KS-A4I5-01	9.833216328143e-18	xcell	formal_relative_enrichment
Th1 cells	TCGA-KS-A4I5-01	0.0608291503135523	xcell	formal_relative_enrichment
Th2 cells	TCGA-KS-A4I5-01	1.24288859644451e-19	xcell	formal_relative_enrichment
Tregs	TCGA-KS-A4I5-01	4.49568278115589e-18	xcell	formal_relative_enrichment
